05-giu-2026;;;;;;;;;;;
iShares Core MSCI EM IMI UCITS ETF;;;;;;;;;;;
Inception Date;30/05/2014;;;;;;;;;;
Fund Holdings as of;05/06/2026;;;;;;;;;;
Number of Securities;3.063,00;;;;;;;;;;
Shares Outstanding;773.413.045,00;;;;;;;;;;
;;;;;;;;;;;
Ticker dell'emittente;Nome;Settore;Asset Class;Valore di mercato;Ponderazione (%);Valore nozionale;Nominale;Prezzo;Area Geografica;Cambio;Valuta di mercato
1347;HUA HONG GRACE SEMICONDUCTOR LTD;IT;Azionario;42.747.021,32;0,10;42.747.021,32;2.305.000,00;18,55;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
600519;KWEICHOW MOUTAI LTD A;Generi di largo consumo;Azionario;42.573.966,14;0,10;42.573.966,14;226.886,00;187,64;Cina;Shanghai Stock Exchange;CNY
329180;HD HYUNDAI HEAVY INDUSTRIES LTD;Industriali;Azionario;42.405.846,31;0,10;42.405.846,31;98.402,00;430,94;Corea;Korea Exchange (Stock Market);KRW
8299;PHISON ELECTRONICS CORP;IT;Azionario;42.362.664,38;0,10;42.362.664,38;545.000,00;77,73;Taiwan;Gretai Securities Market;TWD
EMIRATESNBD;EMIRATES NBD;Finanziari;Azionario;42.221.711,38;0,10;42.221.711,38;5.773.261,00;7,31;Emirati Arabi Uniti;Dubai Financial Market;AED
USD;USD CASH;Liquidità e/o derivati;Contanti;42.123.746,00;0,10;42.123.746,00;42.123.746,00;100,00;Stati Uniti;--;USD
316140;WOORI FINANCIAL GROUP INC;Finanziari;Azionario;41.801.985,98;0,09;41.801.985,98;2.064.375,00;20,25;Corea;Korea Exchange (Stock Market);KRW
2368;GOLD CIRCUIT ELECTRONICS LTD;IT;Azionario;41.632.592,52;0,09;41.632.592,52;997.900,00;41,72;Taiwan;Taiwan Stock Exchange;TWD
2890;SINOPAC FINANCIAL HOLDINGS LTD;Finanziari;Azionario;41.489.424,28;0,09;41.489.424,28;39.991.618,00;1,04;Taiwan;Taiwan Stock Exchange;TWD
POWERGRID;POWER GRID CORPORATION OF INDIA LT;Imprese di servizi di pubblica utilità;Azionario;41.163.107,90;0,09;41.163.107,90;13.680.627,00;3,01;India;National Stock Exchange Of India;INR
SHFL;SHRIRAM FINANCE LTD;Finanziari;Azionario;41.124.116,80;0,09;41.124.116,80;4.228.495,00;9,73;India;National Stock Exchange Of India;INR
B3SA3;B3 BRASIL BOLSA BALCAO SA;Finanziari;Azionario;40.976.226,42;0,09;40.976.226,42;13.618.280,00;3,01;Brasile;XBSP;BRL
1109;CHINA RESOURCES LAND LTD;Immobili;Azionario;40.898.414,76;0,09;40.898.414,76;8.920.739,00;4,58;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
ABEV3;AMBEV SA;Generi di largo consumo;Azionario;40.150.740,36;0,09;40.150.740,36;12.716.760,00;3,16;Brasile;XBSP;BRL
000810;SAMSUNG FIRE & MARINE INSURANCE LT;Finanziari;Azionario;39.804.176,40;0,09;39.804.176,40;88.245,00;451,06;Corea;Korea Exchange (Stock Market);KRW
KGH;KGHM POLSKA MIEDZ SA;Materiali;Azionario;39.483.792,58;0,09;39.483.792,58;419.406,00;94,14;Polonia;Warsaw Stock Exchange/Equities/Main Market;PLN
6274;TAIWAN UNION TECHNOLOGY CORP;IT;Azionario;39.382.287,16;0,09;39.382.287,16;771.000,00;51,08;Taiwan;Gretai Securities Market;TWD
2328;PICC PROPERTY AND CASUALTY LTD H;Finanziari;Azionario;39.187.590,87;0,09;39.187.590,87;21.515.690,00;1,82;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
ITSA4;ITAUSA INVESTIMENTOS ITAU PREF SA;Finanziari;Azionario;38.661.938,12;0,09;38.661.938,12;15.789.887,00;2,45;Brasile;XBSP;BRL
373220;LG ENERGY SOLUTION LTD;Industriali;Azionario;38.630.595,79;0,09;38.630.595,79;143.773,00;268,69;Corea;Korea Exchange (Stock Market);KRW
3443;GLOBAL UNICHIP CORP;IT;Azionario;38.476.181,41;0,09;38.476.181,41;275.000,00;139,91;Taiwan;Taiwan Stock Exchange;TWD
3481;INNOLUX CORP;IT;Azionario;38.456.779,79;0,09;38.456.779,79;22.572.411,00;1,70;Taiwan;Taiwan Stock Exchange;TWD
386;CHINA PETROLEUM AND CHEMICAL CORP;Energia;Azionario;38.394.455,54;0,09;38.394.455,54;70.120.000,00;0,55;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
6869;YANGTZE OPTICAL FIBRE AND CABLE JO;IT;Azionario;37.964.377,11;0,09;37.964.377,11;1.243.500,00;30,53;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2010;SAUDI BASIC INDUSTRIES;Materiali;Azionario;37.609.584,93;0,09;37.609.584,93;2.523.909,00;14,90;Arabia Saudita;Saudi Stock Exchange;SAR
2020;ANTA SPORTS PRODUCTS LTD;Consumi Discrezionali;Azionario;37.472.901,20;0,08;37.472.901,20;3.956.800,00;9,47;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
9992;POP MART INTERNATIONAL GROUP LTD;Consumi Discrezionali;Azionario;37.397.065,67;0,08;37.397.065,67;1.661.000,00;22,51;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
3665;BIZLINK HOLDING INC;Industriali;Azionario;37.209.625,79;0,08;37.209.625,79;533.104,00;69,80;Taiwan;Taiwan Stock Exchange;TWD
PEO;BANK PEKAO SA;Finanziari;Azionario;36.797.990,43;0,08;36.797.990,43;585.045,00;62,90;Polonia;Warsaw Stock Exchange/Equities/Main Market;PLN
010140;SAMSUNG HEAVY INDUSTRIES LTD;Industriali;Azionario;36.675.583,63;0,08;36.675.583,63;2.036.387,00;18,01;Corea;Korea Exchange (Stock Market);KRW
010120;LS ELECTRIC LTD;Industriali;Azionario;36.258.859,68;0,08;36.258.859,68;246.113,00;147,33;Corea;Korea Exchange (Stock Market);KRW
4958;ZHEN DING TECHNOLOGY HOLDING LTD;IT;Azionario;36.073.668,68;0,08;36.073.668,68;2.256.000,00;15,99;Taiwan;Taiwan Stock Exchange;TWD
ABG;ABSA GROUP LTD;Finanziari;Azionario;35.619.723,37;0,08;35.619.723,37;2.513.390,00;14,17;Sud Africa;Johannesburg Stock Exchange;ZAR
298040;HYOSUNG HEAVY INDUSTRIES CORP;Industriali;Azionario;35.410.150,57;0,08;35.410.150,57;16.142,00;2.193,67;Corea;Korea Exchange (Stock Market);KRW
300308;ZHONGJI INNOLIGHT LTD A;IT;Azionario;35.403.092,01;0,08;35.403.092,01;203.520,00;173,95;Cina;Shenzhen Stock Exchange;CNY
2449;KING YUAN ELECTRONICS LTD;IT;Azionario;35.379.003,47;0,08;35.379.003,47;3.603.000,00;9,82;Taiwan;Taiwan Stock Exchange;TWD
SQM.B;SOCIEDAD QUIMICA Y MINERA DE CHILE;Materiali;Azionario;35.135.006,64;0,08;35.135.006,64;459.922,00;76,39;Cile;Santiago Stock Exchange;CLP
011070;LG INNOTEK LTD;IT;Azionario;35.031.879,54;0,08;35.031.879,54;46.532,00;752,86;Corea;Korea Exchange (Stock Market);KRW
ULTRACEMCO;ULTRATECH CEMENT LTD;Materiali;Azionario;34.968.513,97;0,08;34.968.513,97;304.232,00;114,94;India;National Stock Exchange Of India;INR
2379;REALTEK SEMICONDUCTOR CORP;IT;Azionario;34.680.118,66;0,08;34.680.118,66;1.700.000,00;20,40;Taiwan;Taiwan Stock Exchange;TWD
2423;KE HOLDINGS INC;Immobili;Azionario;34.605.729,22;0,08;34.605.729,22;6.406.680,00;5,40;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
EUROB;EUROBANK SA;Finanziari;Azionario;34.580.822,23;0,08;34.580.822,23;7.684.766,00;4,50;Grecia;Athens Exchange S.A. Cash Market;EUR
1216;UNI-PRESIDENT ENTERPRISES CORP;Generi di largo consumo;Azionario;34.584.315,00;0,08;34.584.315,00;14.770.736,00;2,34;Taiwan;Taiwan Stock Exchange;TWD
ADCB;ABU DHABI COMMERCIAL BANK;Finanziari;Azionario;34.461.069,62;0,08;34.461.069,62;9.676.368,00;3,56;Emirati Arabi Uniti;Abu Dhabi Securities Exchange;AED
3008;LARGAN PRECISION LTD;IT;Azionario;34.208.664,48;0,08;34.208.664,48;293.000,00;116,75;Taiwan;Taiwan Stock Exchange;TWD
BPAC11;BCO BTG PACTUAL UNT SA;Finanziari;Azionario;33.778.039,91;0,08;33.778.039,91;3.415.450,00;9,89;Brasile;XBSP;BRL
1378;CHINA HONGQIAO GROUP LTD;Materiali;Azionario;33.750.604,03;0,08;33.750.604,03;9.971.000,00;3,38;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
IMP;IMPALA PLATINUM LTD;Materiali;Azionario;33.729.155,32;0,08;33.729.155,32;2.765.663,00;12,20;Sud Africa;Johannesburg Stock Exchange;ZAR
051910;LG CHEM LTD;Materiali;Azionario;33.653.312,56;0,08;33.653.312,56;148.576,00;226,51;Corea;Korea Exchange (Stock Market);KRW
PTT.R;PTT NON-VOTING DR PCL;Energia;Azionario;33.476.851,06;0,08;33.476.851,06;29.723.800,00;1,13;Tailandia;Stock Exchange Of Thailand;THB
TPEIR;PIRAEUS BANK SA;Finanziari;Azionario;33.461.454,31;0,08;33.461.454,31;3.335.069,00;10,03;Grecia;Athens Exchange S.A. Cash Market;EUR
033780;KT&G CORP;Generi di largo consumo;Azionario;33.432.910,11;0,08;33.432.910,11;287.303,00;116,37;Corea;Korea Exchange (Stock Market);KRW
WEGE3;WEG SA;Industriali;Azionario;33.351.335,33;0,08;33.351.335,33;4.022.779,00;8,29;Brasile;XBSP;BRL
HCLTECH;HCL TECHNOLOGIES LTD;IT;Azionario;33.345.207,33;0,08;33.345.207,33;2.741.551,00;12,16;India;National Stock Exchange Of India;INR
2892;FIRST FINANCIAL HOLDING LTD;Finanziari;Azionario;33.325.446,96;0,08;33.325.446,96;35.849.878,00;0,93;Taiwan;Taiwan Stock Exchange;TWD
SBSP3;COMPANHIA DE SANEAMENTO BASICO DE;Imprese di servizi di pubblica utilità;Azionario;33.174.097,46;0,08;33.174.097,46;6.214.319,00;5,34;Brasile;XBSP;BRL
ADVANC.R;ADVANCED INFO SERVICE NON-VOTING D;Comunicazione;Azionario;32.879.433,04;0,07;32.879.433,04;2.971.900,00;11,06;Tailandia;Stock Exchange Of Thailand;THB
3661;ALCHIP TECHNOLOGIES LTD;IT;Azionario;32.491.473,53;0,07;32.491.473,53;239.000,00;135,95;Taiwan;Taiwan Stock Exchange;TWD
2880;HUA NAN FINANCIAL HOLDINGS LTD;Finanziari;Azionario;32.326.643,51;0,07;32.326.643,51;29.279.300,00;1,10;Taiwan;Taiwan Stock Exchange;TWD
009540;HD KOREA SHIPBUILDING & OFFSHORE E;Industriali;Azionario;32.302.813,47;0,07;32.302.813,47;131.325,00;245,98;Corea;Korea Exchange (Stock Market);KRW
2601;CHINA PACIFIC INSURANCE (GROUP) LT;Finanziari;Azionario;32.207.276,46;0,07;32.207.276,46;8.113.800,00;3,97;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
9866;NIO CLASS A INC;Consumi Discrezionali;Azionario;32.067.184,95;0,07;32.067.184,95;5.710.036,00;5,62;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
ADANIPORTS;ADANI PORTS AND SPECIAL ECONOMIC Z;Industriali;Azionario;31.633.826,68;0,07;31.633.826,68;1.646.309,00;19,21;India;National Stock Exchange Of India;INR
9868;XPENG CLASS A INC;Consumi Discrezionali;Azionario;31.590.853,69;0,07;31.590.853,69;3.807.840,00;8,30;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
ASIANPAINT;ASIAN PAINTS LTD;Materiali;Azionario;31.535.134,62;0,07;31.535.134,62;1.114.314,00;28,30;India;National Stock Exchange Of India;INR
042660;HANWHA OCEAN LTD;Industriali;Azionario;31.350.389,80;0,07;31.350.389,80;430.523,00;72,82;Corea;Korea Exchange (Stock Market);KRW
QIBK;QATAR ISLAMIC BANK;Finanziari;Azionario;31.277.174,06;0,07;31.277.174,06;5.260.055,00;5,95;Qatar;Qatar Exchange;QAR
EICHERMOT;EICHER MOTORS LTD;Consumi Discrezionali;Azionario;31.253.330,21;0,07;31.253.330,21;419.671,00;74,47;India;National Stock Exchange Of India;INR
3653;JENTECH PRECISION INDUSTRIAL LTD;IT;Azionario;30.193.139,49;0,07;30.193.139,49;262.893,00;114,85;Taiwan;Taiwan Stock Exchange;TWD
207940;SAMSUNG BIOLOGICS LTD;Salute;Azionario;30.170.872,27;0,07;30.170.872,27;34.692,00;869,68;Corea;Korea Exchange (Stock Market);KRW
PZU;PZU SA;Finanziari;Azionario;30.140.087,28;0,07;30.140.087,28;1.777.524,00;16,96;Polonia;Warsaw Stock Exchange/Equities/Main Market;PLN
2059;KING SLIDE WORKS LTD;IT;Azionario;30.133.092,21;0,07;30.133.092,21;169.000,00;178,30;Taiwan;Taiwan Stock Exchange;TWD
HAR;HARMONY GOLD MINING COMPANY LIMITE;Materiali;Azionario;29.764.279,79;0,07;29.764.279,79;1.862.248,00;15,98;Sud Africa;Johannesburg Stock Exchange;ZAR
ASELS.E;ASELSAN ELEKTRONIK SANAYI VE TICAR;Industriali;Azionario;29.465.872,21;0,07;29.465.872,21;3.740.867,00;7,88;Turchia;Istanbul Stock Exchange;TRY
9633;NONGFU SPRING LTD H;Generi di largo consumo;Azionario;29.389.282,50;0,07;29.389.282,50;5.459.000,00;5,38;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2082;ACWA POWER CO;Imprese di servizi di pubblica utilità;Azionario;29.299.394,09;0,07;29.299.394,09;580.530,00;50,47;Arabia Saudita;Saudi Stock Exchange;SAR
1010;RIYAD BANK;Finanziari;Azionario;29.185.118,20;0,07;29.185.118,20;5.476.330,00;5,33;Arabia Saudita;Saudi Stock Exchange;SAR
APOLLOHOSP;APOLLO HOSPITALS ENTERPRISE LTD;Salute;Azionario;28.681.922,87;0,07;28.681.922,87;327.889,00;87,47;India;National Stock Exchange Of India;INR
2338;WEICHAI POWER LTD H;Industriali;Azionario;28.396.658,52;0,06;28.396.658,52;5.861.000,00;4,85;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
PMETAL;PRESS METAL ALUMINIUM HOLDINGS;Materiali;Azionario;28.123.925,02;0,06;28.123.925,02;12.448.700,00;2,26;Malesia;Bursa Malaysia;MYR
DIVISLAB;DIVIS LABORATORIES LTD;Salute;Azionario;27.832.209,38;0,06;27.832.209,38;398.956,00;69,76;India;National Stock Exchange Of India;INR
SLM;SANLAM LIMITED LTD;Finanziari;Azionario;27.821.725,47;0,06;27.821.725,47;5.430.682,00;5,12;Sud Africa;Johannesburg Stock Exchange;ZAR
BBRI;BANK RAKYAT INDONESIA (PERSERO);Finanziari;Azionario;27.730.789,87;0,06;27.730.789,87;182.324.883,00;0,15;Indonesia;Indonesia Stock Exchange;IDR
GAPB;GRUPO AEROPORTUARIO DEL PACIFICO;Industriali;Azionario;27.704.750,58;0,06;27.704.750,58;1.204.974,00;22,99;Messico;Bolsa Mexicana De Valores;MXN
INDIGO;INTERGLOBE AVIATION LTD;Industriali;Azionario;27.661.720,96;0,06;27.661.720,96;586.013,00;47,20;India;National Stock Exchange Of India;INR
2015;LI AUTO CLASS A INC;Consumi Discrezionali;Azionario;27.639.626,72;0,06;27.639.626,72;3.822.636,00;7,23;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
HTHT;H WORLD GROUP ADR LTD;Consumi Discrezionali;Azionario;27.540.810,00;0,06;27.540.810,00;612.018,00;45,00;Cina;NASDAQ;USD
TENAGA;TENAGA NASIONAL;Imprese di servizi di pubblica utilità;Azionario;27.531.928,00;0,06;27.531.928,00;7.842.900,00;3,51;Malesia;Bursa Malaysia;MYR
PE&OLES*;INDUST PENOLES;Materiali;Azionario;27.487.625,87;0,06;27.487.625,87;567.905,00;48,40;Messico;Bolsa Mexicana De Valores;MXN
SBILIFE;SBI LIFE INSURANCE COMPANY LTD;Finanziari;Azionario;27.481.480,91;0,06;27.481.480,91;1.463.422,00;18,78;India;National Stock Exchange Of India;INR
1150;ALINMA BANK;Finanziari;Azionario;27.481.644,18;0,06;27.481.644,18;4.292.235,00;6,40;Arabia Saudita;Saudi Stock Exchange;SAR
2057;ZTO EXPRESS (CAYMAN) INC;Industriali;Azionario;27.401.097,33;0,06;27.401.097,33;1.220.486,00;22,45;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2337;MACRONIX INTERNATIONAL LTD;IT;Azionario;27.376.457,43;0,06;27.376.457,43;5.752.615,00;4,76;Taiwan;Taiwan Stock Exchange;TWD
TECHM;TECH MAHINDRA LTD;IT;Azionario;27.336.184,50;0,06;27.336.184,50;1.749.373,00;15,63;India;National Stock Exchange Of India;INR
064350;HYUNDAI-ROTEM;Industriali;Azionario;27.120.589,95;0,06;27.120.589,95;218.325,00;124,22;Corea;Korea Exchange (Stock Market);KRW
ITC;ITC LTD;Generi di largo consumo;Azionario;27.058.408,19;0,06;27.058.408,19;9.151.492,00;2,96;India;National Stock Exchange Of India;INR
GRASIM;GRASIM INDUSTRIES LTD;Materiali;Azionario;26.706.179,93;0,06;26.706.179,93;821.124,00;32,52;India;National Stock Exchange Of India;INR
JSWSTEEL;JSW STEEL LTD;Materiali;Azionario;26.606.737,30;0,06;26.606.737,30;1.967.246,00;13,52;India;National Stock Exchange Of India;INR
2313;COMPEQ MANUFACTURING LTD;IT;Azionario;26.582.433,10;0,06;26.582.433,10;3.235.000,00;8,22;Taiwan;Taiwan Stock Exchange;TWD
196170;ALTEOGEN INC;Salute;Azionario;26.508.933,67;0,06;26.508.933,67;122.842,00;215,80;Corea;Korea Exchange (Kosdaq);KRW
DSY;DISCOVERY LTD;Finanziari;Azionario;26.487.813,41;0,06;26.487.813,41;1.636.960,00;16,18;Sud Africa;Johannesburg Stock Exchange;ZAR
BID;BID CORPORATION LTD;Generi di largo consumo;Azionario;26.470.191,43;0,06;26.470.191,43;1.055.920,00;25,07;Sud Africa;Johannesburg Stock Exchange;ZAR
CUMMINSIND;CUMMINS INDIA LTD;Industriali;Azionario;26.472.928,35;0,06;26.472.928,35;434.516,00;60,93;India;National Stock Exchange Of India;INR
PRIO3;PETRO RIO SA;Energia;Azionario;26.353.127,15;0,06;26.353.127,15;2.208.217,00;11,93;Brasile;XBSP;BRL
2395;ADVANTECH LTD;IT;Azionario;26.127.718,02;0,06;26.127.718,02;1.660.348,00;15,74;Taiwan;Taiwan Stock Exchange;TWD
EMBJ3;EMBRAER SA;Industriali;Azionario;26.055.648,68;0,06;26.055.648,68;1.844.915,00;14,12;Brasile;XBSP;BRL
3034;NOVATEK MICROELECTRONICS CORP;IT;Azionario;26.020.844,24;0,06;26.020.844,24;1.667.000,00;15,61;Taiwan;Taiwan Stock Exchange;TWD
5880;TAIWAN COOPERATIVE FINANCIAL HOLDI;Finanziari;Azionario;25.890.968,71;0,06;25.890.968,71;34.800.443,00;0,74;Taiwan;Taiwan Stock Exchange;TWD
6446;PHARMAESSENTIA CORP;Salute;Azionario;25.873.768,84;0,06;25.873.768,84;870.361,00;29,73;Taiwan;Taiwan Stock Exchange;TWD
3993;CMOC GROUP LTD;Materiali;Azionario;25.794.781,01;0,06;25.794.781,01;11.178.000,00;2,31;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
SOL;SASOL LTD;Materiali;Azionario;25.603.328,03;0,06;25.603.328,03;1.847.414,00;13,86;Sud Africa;Johannesburg Stock Exchange;ZAR
COALINDIA;COAL INDIA LTD;Energia;Azionario;25.590.845,65;0,06;25.590.845,65;5.143.974,00;4,97;India;National Stock Exchange Of India;INR
TVSMOTOR;TVS MOTOR COMPANY LTD;Consumi Discrezionali;Azionario;25.586.809,00;0,06;25.586.809,00;717.845,00;35,64;India;National Stock Exchange Of India;INR
998;CHINA CITIC BANK CORP LTD H;Finanziari;Azionario;25.473.983,55;0,06;25.473.983,55;26.754.000,00;0,95;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
6239;POWERTECH TECHNOLOGY INC;IT;Azionario;25.350.402,13;0,06;25.350.402,13;2.364.000,00;10,72;Taiwan;Taiwan Stock Exchange;TWD
3328;BANK OF COMMUNICATIONS LTD H;Finanziari;Azionario;25.066.179,95;0,06;25.066.179,95;26.432.000,00;0,95;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
ALDAR;ALDAR PROPERTIES;Immobili;Azionario;25.035.605,92;0,06;25.035.605,92;12.510.139,00;2,00;Emirati Arabi Uniti;Abu Dhabi Securities Exchange;AED
CIPLA;CIPLA LTD;Salute;Azionario;24.934.117,69;0,06;24.934.117,69;1.689.254,00;14,76;India;National Stock Exchange Of India;INR
9926;AKESO INC;Salute;Azionario;24.908.709,16;0,06;24.908.709,16;2.085.000,00;11,95;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2603;EVERGREEN MARINE CORP (TAIWAN) LTD;Industriali;Azionario;24.723.606,15;0,06;24.723.606,15;3.358.947,00;7,36;Taiwan;Taiwan Stock Exchange;TWD
TRENT;TRENT LTD;Consumi Discrezionali;Azionario;24.724.375,81;0,06;24.724.375,81;846.096,00;29,22;India;National Stock Exchange Of India;INR
AXIA3;CENTRAIS ELETR BRAS-ELETROBRAS SA;Imprese di servizi di pubblica utilità;Azionario;24.615.495,30;0,06;24.615.495,30;2.483.590,00;9,91;Brasile;XBSP;BRL
086520;ECOPRO LTD;Industriali;Azionario;24.600.593,85;0,06;24.600.593,85;319.870,00;76,91;Corea;Korea Exchange (Kosdaq);KRW
267250;HD HYUNDAI LTD;Energia;Azionario;24.593.057,83;0,06;24.593.057,83;139.569,00;176,21;Corea;Korea Exchange (Stock Market);KRW
1060;SAUDI AWWAL BANK;Finanziari;Azionario;24.534.828,97;0,06;24.534.828,97;2.759.764,00;8,89;Arabia Saudita;Saudi Stock Exchange;SAR
035720;KAKAO CORP;Comunicazione;Azionario;24.440.772,81;0,06;24.440.772,81;935.611,00;26,12;Corea;Korea Exchange (Stock Market);KRW
NESTLEIND;NESTLE INDIA LTD;Generi di largo consumo;Azionario;24.435.915,86;0,06;24.435.915,86;1.673.535,00;14,60;India;National Stock Exchange Of India;INR
BMRI;BANK MANDIRI (PERSERO);Finanziari;Azionario;24.422.058,95;0,06;24.422.058,95;114.573.800,00;0,21;Indonesia;Indonesia Stock Exchange;IDR
TMCV;TATA MOTORS LTD;Industriali;Azionario;24.355.767,41;0,06;24.355.767,41;6.263.701,00;3,89;India;National Stock Exchange Of India;INR
PFCIBEST;GRUPO CIBEST PREF SA;Finanziari;Azionario;24.219.379,94;0,05;24.219.379,94;1.362.660,00;17,77;Colombia;Bolsa De Valores De Colombia;COP
AOT.R;AIRPORTS OF THAILAND NON-VOTING DR;Industriali;Azionario;24.221.887,83;0,05;24.221.887,83;13.626.900,00;1,78;Tailandia;Stock Exchange Of Thailand;THB
ONGC;OIL AND NATURAL GAS LTD;Energia;Azionario;24.056.931,64;0,05;24.056.931,64;8.626.534,00;2,79;India;National Stock Exchange Of India;INR
BIMAS.E;BIM BIRLESIK MAGAZALAR A;Generi di largo consumo;Azionario;23.989.007,02;0,05;23.989.007,02;2.930.506,00;8,19;Turchia;Istanbul Stock Exchange;TRY
CHILE;BANCO DE CHILE;Finanziari;Azionario;23.916.462,65;0,05;23.916.462,65;131.397.952,00;0,18;Cile;Santiago Stock Exchange;CLP
SHP;SHOPRITE HOLDINGS LTD;Generi di largo consumo;Azionario;23.905.629,17;0,05;23.905.629,17;1.380.720,00;17,31;Sud Africa;Johannesburg Stock Exchange;ZAR
688;CHINA OVERSEAS LAND INVESTMENT LTD;Immobili;Azionario;23.887.637,93;0,05;23.887.637,93;11.966.500,00;2,00;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
LTM;LATAM AIRLINES GROUP SA;Industriali;Azionario;23.857.932,68;0,05;23.857.932,68;978.984.166,00;0,02;Cile;Santiago Stock Exchange;CLP
000150;DOOSAN CORP;Industriali;Azionario;23.747.702,49;0,05;23.747.702,49;21.029,00;1.129,28;Corea;Korea Exchange (Stock Market);KRW
MAXHEALTH;MAX HEALTHCARE INSTITUTE LTD;Salute;Azionario;23.663.168,99;0,05;23.663.168,99;2.298.790,00;10,29;India;National Stock Exchange Of India;INR
006800;MIRAE ASSET SECURITIES CO LTD;Finanziari;Azionario;23.649.052,96;0,05;23.649.052,96;646.072,00;36,60;Corea;Korea Exchange (Stock Market);KRW
ADIB;ABU DHABI ISLAMIC BANK;Finanziari;Azionario;23.596.956,94;0,05;23.596.956,94;4.490.452,00;5,25;Emirati Arabi Uniti;Abu Dhabi Securities Exchange;AED
003550;LG CORP;Industriali;Azionario;23.538.524,60;0,05;23.538.524,60;295.103,00;79,76;Corea;Korea Exchange (Stock Market);KRW
ADANIPOWER;ADANI POWER LTD;Imprese di servizi di pubblica utilità;Azionario;23.315.797,78;0,05;23.315.797,78;9.516.399,00;2,45;India;National Stock Exchange Of India;INR
042700;HANMI SEMICONDUCTOR LTD;IT;Azionario;23.152.625,26;0,05;23.152.625,26;126.055,00;183,67;Corea;Korea Exchange (Stock Market);KRW
DRREDDY;DR REDDYS LABORATORIES LTD;Salute;Azionario;23.138.703,48;0,05;23.138.703,48;1.718.590,00;13,46;India;National Stock Exchange Of India;INR
SSW;SIBANYE STILLWATER LTD;Materiali;Azionario;23.060.145,12;0,05;23.060.145,12;8.924.146,00;2,58;Sud Africa;Johannesburg Stock Exchange;ZAR
6770;POWERCHIP SEMICONDUCTOR MANUFACTUR;IT;Azionario;23.033.588,73;0,05;23.033.588,73;9.732.000,00;2,37;Taiwan;Taiwan Stock Exchange;TWD
HAL;HINDUSTAN AERONAUTICS LTD;Industriali;Azionario;23.005.444,00;0,05;23.005.444,00;517.928,00;44,42;India;National Stock Exchange Of India;INR
2020;SABIC AGRI-NUTRIENTS;Materiali;Azionario;22.916.890,30;0,05;22.916.890,30;651.864,00;35,16;Arabia Saudita;Saudi Stock Exchange;SAR
BAJAJ-AUTO;BAJAJ AUTO LTD;Consumi Discrezionali;Azionario;22.766.371,08;0,05;22.766.371,08;208.988,00;108,94;India;National Stock Exchange Of India;INR
601138;FOXCONN INDUSTRIAL INTERNET LTD A;IT;Azionario;22.677.207,20;0,05;22.677.207,20;2.077.065,00;10,92;Cina;Shanghai Stock Exchange;CNY
EQTL3;EQUATORIAL SA;Imprese di servizi di pubblica utilità;Azionario;22.659.995,15;0,05;22.659.995,15;2.982.576,00;7,60;Brasile;XBSP;BRL
2376;GIGABYTE TECHNOLOGY LTD;IT;Azionario;22.571.170,23;0,05;22.571.170,23;1.928.000,00;11,71;Taiwan;Taiwan Stock Exchange;TWD
3529;EMEMORY TECHNOLOGY INC;IT;Azionario;22.558.892,11;0,05;22.558.892,11;207.000,00;108,98;Taiwan;Gretai Securities Market;TWD
1093;CSPC PHARMACEUTICAL GROUP LTD;Salute;Azionario;22.523.733,01;0,05;22.523.733,01;24.374.319,00;0,92;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
ALE;ALLEGRO SA;Consumi Discrezionali;Azionario;22.500.777,53;0,05;22.500.777,53;2.351.288,00;9,57;Polonia;Warsaw Stock Exchange/Equities/Main Market;PLN
BAJAJFINSV;BAJAJ FINSERV LTD;Finanziari;Azionario;22.456.917,04;0,05;22.456.917,04;1.251.747,00;17,94;India;National Stock Exchange Of India;INR
3189;KINSUS INTERCONNECT TECHNOLOGY COR;IT;Azionario;22.432.263,71;0,05;22.432.263,71;993.053,00;22,59;Taiwan;Taiwan Stock Exchange;TWD
CEZ;CEZ;Imprese di servizi di pubblica utilità;Azionario;22.264.322,61;0,05;22.264.322,61;370.324,00;60,12;Repubblica Ceca;Prague Stock Exchange;CZK
