05-giu-2026;;;;;;;;;;;
iShares Core MSCI EM IMI UCITS ETF;;;;;;;;;;;
Inception Date;30/05/2014;;;;;;;;;;
Fund Holdings as of;05/06/2026;;;;;;;;;;
Number of Securities;3.063,00;;;;;;;;;;
Shares Outstanding;773.413.045,00;;;;;;;;;;
;;;;;;;;;;;
Ticker dell'emittente;Nome;Settore;Asset Class;Valore di mercato;Ponderazione (%);Valore nozionale;Nominale;Prezzo;Area Geografica;Cambio;Valuta di mercato
ERIS;ERIS LIFESCIENCES LTD;Salute;Azionario;1.509.357,67;0,00;1.509.357,67;104.961,00;14,38;India;National Stock Exchange Of India;INR
002195;SHANGHAI STONEHILL TECHNOLOGY LTD;IT;Azionario;1.509.997,71;0,00;1.509.997,71;1.382.300,00;1,09;Cina;Shenzhen Stock Exchange;CNY
MAHSCOOTER;MAHARASHTRA SCOOTERS LTD;Finanziari;Azionario;1.510.802,67;0,00;1.510.802,67;11.502,00;131,35;India;National Stock Exchange Of India;INR
2328;PAN-INTERNATIONAL INDUSTRIAL CORP;IT;Azionario;1.504.846,21;0,00;1.504.846,21;847.000,00;1,78;Taiwan;Taiwan Stock Exchange;TWD
SAR;SARANTIS SA REG STOCK;Generi di largo consumo;Azionario;1.505.280,02;0,00;1.505.280,02;85.450,00;17,62;Grecia;Athens Exchange S.A. Cash Market;EUR
600580;WOLONG ELECTRIC DRIVE GROUP LTD A;Industriali;Azionario;1.505.450,84;0,00;1.505.450,84;255.300,00;5,90;Cina;Shanghai Stock Exchange;CNY
BURG;BURGAN BANK;Finanziari;Azionario;1.498.461,49;0,00;1.498.461,49;2.400.644,00;0,62;Kuwait;Kuwait Stock Exchange;KWD
570;CHINA TRADITIONAL CHI MEDICINE CO;Salute;Azionario;1.499.699,42;0,00;1.499.699,42;7.532.000,00;0,20;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
000559;WANXIANG QIANCHAO LTD A;Consumi Discrezionali;Azionario;1.499.705,89;0,00;1.499.705,89;675.500,00;2,22;Cina;Shenzhen Stock Exchange;CNY
IRCON;IRCON INTERNATIONAL LTD;Industriali;Azionario;1.501.170,71;0,00;1.501.170,71;1.043.611,00;1,44;India;National Stock Exchange Of India;INR
MINEROS;MINEROS SA;Materiali;Azionario;1.501.238,32;0,00;1.501.238,32;368.952,00;4,07;Colombia;Bolsa De Valores De Colombia;COP
001965;CHINA MERCHANTS EXPRESSWAY NETWORK;Industriali;Azionario;1.495.550,28;0,00;1.495.550,28;1.067.878,00;1,40;Cina;Shenzhen Stock Exchange;CNY
2556;MARKETINGFORCE MANAGEMENT LTD;IT;Azionario;1.490.772,64;0,00;1.490.772,64;349.700,00;4,26;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
SOBHA;SOBHA LTD;Immobili;Azionario;1.491.173,59;0,00;1.491.173,59;105.442,00;14,14;India;National Stock Exchange Of India;INR
2432;SHENZHEN DOBOT TECHNOLOGY CORP LTD;Industriali;Azionario;1.491.719,69;0,00;1.491.719,69;387.000,00;3,85;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
085660;CHABIOTECH LTD;Salute;Azionario;1.491.740,63;0,00;1.491.740,63;186.716,00;7,99;Corea;Korea Exchange (Kosdaq);KRW
RATNAMANI;RATNAMANI METALS AND TUBES LTD;Materiali;Azionario;1.493.146,50;0,00;1.493.146,50;54.210,00;27,54;India;National Stock Exchange Of India;INR
9958;CENTURY IRON AND STEEL INDUSTRIAL;Materiali;Azionario;1.493.329,53;0,00;1.493.329,53;389.000,00;3,84;Taiwan;Taiwan Stock Exchange;TWD
6605;DEPO AUTO PARTS INDUSTRIAL LTD;Consumi Discrezionali;Azionario;1.486.889,07;0,00;1.486.889,07;321.000,00;4,63;Taiwan;Taiwan Stock Exchange;TWD
300454;SANGFOR TECHNOLOGIES INC A;IT;Azionario;1.487.266,61;0,00;1.487.266,61;93.500,00;15,91;Cina;Shenzhen Stock Exchange;CNY
688047;LOONGSON TECHNOLOGY CORP LTD A;IT;Azionario;1.488.517,62;0,00;1.488.517,62;74.200,00;20,06;Cina;Shanghai Stock Exchange;CNY
439260;DAEHAN SHIPBUILDING LTD;Industriali;Azionario;1.481.425,23;0,00;1.481.425,23;38.043,00;38,94;Corea;Korea Exchange (Stock Market);KRW
8454;MOMO COM INC;Consumi Discrezionali;Azionario;1.481.682,77;0,00;1.481.682,77;132.300,00;11,20;Taiwan;Taiwan Stock Exchange;TWD
HRHO;EFG-HERMES HLDGS;Finanziari;Azionario;1.483.293,09;0,00;1.483.293,09;2.846.824,00;0,52;Egitto;Egyptian Exchange;EGP
ZENSARTECH;ZENSAR TECHNOLOGIES LTD;IT;Azionario;1.483.309,42;0,00;1.483.309,42;290.440,00;5,11;India;National Stock Exchange Of India;INR
RLC;ROBINSONS LAND CORP;Immobili;Azionario;1.476.348,94;0,00;1.476.348,94;5.534.058,00;0,27;Filippine;Philippine Stock Exchange Inc.;PHP
KIB;KUWAIT INTERNATIONAL BANK;Finanziari;Azionario;1.477.707,86;0,00;1.477.707,86;1.737.290,00;0,85;Kuwait;Kuwait Stock Exchange;KWD
460;SIHUAN PHARMACEUTICAL HOLDINGS GRO;Salute;Azionario;1.479.073,63;0,00;1.479.073,63;12.328.000,00;0,12;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
PCBL;PCBL CHEMICAL LTD;Materiali;Azionario;1.479.974,08;0,00;1.479.974,08;485.918,00;3,05;India;National Stock Exchange Of India;INR
3532;FORMOSA SUMCO TECHNOLOGY CORP;IT;Azionario;1.472.104,57;0,00;1.472.104,57;160.000,00;9,20;Taiwan;Taiwan Stock Exchange;TWD
002340;GEM LTD A;Industriali;Azionario;1.474.846,50;0,00;1.474.846,50;1.389.500,00;1,06;Cina;Shenzhen Stock Exchange;CNY
MPARK.E;MLP SAGLIK HIZMETLERI;Salute;Azionario;1.476.041,18;0,00;1.476.041,18;153.899,00;9,59;Turchia;Istanbul Stock Exchange;TRY
065350;SHINSUNG DELTA TECH LTD;Industriali;Azionario;1.467.349,56;0,00;1.467.349,56;55.687,00;26,35;Corea;Korea Exchange (Kosdaq);KRW
GMDCLTD;GUJARAT MINERAL DEVELOPMENT CORPOR;Energia;Azionario;1.468.578,06;0,00;1.468.578,06;211.967,00;6,93;India;National Stock Exchange Of India;INR
SHAILY;SHAILY ENGINEERING PLASTICS LTD;Industriali;Azionario;1.468.727,27;0,00;1.468.727,27;45.524,00;32,26;India;National Stock Exchange Of India;INR
WABAG;VA TECH WABAG LTD;Imprese di servizi di pubblica utilità;Azionario;1.465.180,75;0,00;1.465.180,75;86.915,00;16,86;India;National Stock Exchange Of India;INR
600460;HANGZHOU SILAN MICROELECTRONICS LT;IT;Azionario;1.465.640,42;0,00;1.465.640,42;292.841,00;5,00;Cina;Shanghai Stock Exchange;CNY
4291;NATIONAL FOR LEARNING AND EDUCATIO;Consumi Discrezionali;Azionario;1.466.907,88;0,00;1.466.907,88;45.519,00;32,23;Arabia Saudita;Saudi Stock Exchange;SAR
MEZZAN;MEZZAN HOLDING CO;Generi di largo consumo;Azionario;1.459.430,27;0,00;1.459.430,27;402.907,00;3,62;Kuwait;Kuwait Stock Exchange;KWD
RLX;RLX TECHNOLOGY AMERICAN DEPOSITARY;Generi di largo consumo;Azionario;1.459.954,00;0,00;1.459.954,00;729.977,00;2,00;Cina;New York Stock Exchange Inc.;USD
688303;XINJIANG DAQO NEW ENERGY LTD A;IT;Azionario;1.460.739,61;0,00;1.460.739,61;485.483,00;3,01;Cina;Shanghai Stock Exchange;CNY
RAILTEL;RAILTEL CORP OF INDIA LTD;Comunicazione;Azionario;1.460.847,31;0,00;1.460.847,31;442.737,00;3,30;India;National Stock Exchange Of India;INR
KSB;KSB LTD;Industriali;Azionario;1.461.570,45;0,00;1.461.570,45;170.441,00;8,58;India;National Stock Exchange Of India;INR
688027;QUANTUMCTEK LTD A;IT;Azionario;1.454.744,33;0,00;1.454.744,33;18.200,00;79,93;Cina;Shanghai Stock Exchange;CNY
9966;ALPHAMAB ONCOLOGY;Salute;Azionario;1.454.782,16;0,00;1.454.782,16;1.640.000,00;0,89;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
TABREED;TABREED;Imprese di servizi di pubblica utilità;Azionario;1.457.941,83;0,00;1.457.941,83;2.075.448,00;0,70;Emirati Arabi Uniti;Dubai Financial Market;AED
GND;GRINDROD LTD;Industriali;Azionario;1.450.565,80;0,00;1.450.565,80;928.035,00;1,56;Sud Africa;Johannesburg Stock Exchange;ZAR
ITMG;INDO TAMBANGRAYA MEGAH;Energia;Azionario;1.453.192,34;0,00;1.453.192,34;1.195.400,00;1,22;Indonesia;Indonesia Stock Exchange;IDR
325;BLOKS GROUP LTD;Consumi Discrezionali;Azionario;1.444.346,73;0,00;1.444.346,73;223.200,00;6,47;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
2903;FAR EASTERN DEPARTMENT STORES LTD;Consumi Discrezionali;Azionario;1.436.892,72;0,00;1.436.892,72;1.927.240,00;0,75;Taiwan;Taiwan Stock Exchange;TWD
NRE;NATIONAL REAL ESTATE;Immobili;Azionario;1.432.436,12;0,00;1.432.436,12;3.660.407,00;0,39;Kuwait;Kuwait Stock Exchange;KWD
ISMEN.E;IS YATIRIM MENKUL DEGERLER A;Finanziari;Azionario;1.433.066,87;0,00;1.433.066,87;1.749.944,00;0,82;Turchia;Istanbul Stock Exchange;TRY
9690;TUHU CAR INC;Industriali;Azionario;1.434.138,50;0,00;1.434.138,50;863.000,00;1,66;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
WHIRL;WHIRLPOOL OF INDIA LTD;Consumi Discrezionali;Azionario;1.434.941,22;0,00;1.434.941,22;170.253,00;8,43;India;National Stock Exchange Of India;INR
2106;KENDA RUBBER INDUSTRIAL LTD;Consumi Discrezionali;Azionario;1.436.320,61;0,00;1.436.320,61;2.508.150,00;0,57;Taiwan;Taiwan Stock Exchange;TWD
185750;CHONG KUN DANG PHARMACEUTICAL CORP;Salute;Azionario;1.427.593,46;0,00;1.427.593,46;29.565,00;48,29;Corea;Korea Exchange (Stock Market);KRW
1083;TOWNGAS SMART ENERGY LTD;Imprese di servizi di pubblica utilità;Azionario;1.427.655,06;0,00;1.427.655,06;3.441.681,00;0,41;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
397030;APRILBIO LTD;Salute;Azionario;1.431.097,48;0,00;1.431.097,48;43.925,00;32,58;Corea;Korea Exchange (Kosdaq);KRW
JWL;JUPITER WAGONS LTD;Industriali;Azionario;1.423.575,12;0,00;1.423.575,12;486.322,00;2,93;India;National Stock Exchange Of India;INR
000983;SHANXI COKING COAL ENERGY GROUP LT;Energia;Azionario;1.427.000,85;0,00;1.427.000,85;1.242.599,00;1,15;Cina;Shenzhen Stock Exchange;CNY
688568;GEOVIS TECHNOLOGY LTD A;IT;Azionario;1.422.332,62;0,00;1.422.332,62;210.200,00;6,77;Cina;Shanghai Stock Exchange;CNY
EFIH;E-FINANCE FOR DIGITAL AND FINANCIA;Finanziari;Azionario;1.422.613,13;0,00;1.422.613,13;3.313.250,00;0,43;Egitto;Egyptian Exchange;EGP
YNS;YINSON HOLDINGS;Energia;Azionario;1.416.000,79;0,00;1.416.000,79;2.742.140,00;0,52;Malesia;Bursa Malaysia;MYR
TIGR;UP FINTECH HOLDING ADR CLASS A LTD;Finanziari;Azionario;1.416.266,88;0,00;1.416.266,88;316.131,00;4,48;Cina;NASDAQ;USD
VINATIORGA;VINATI ORGANICS LTD;Materiali;Azionario;1.413.082,64;0,00;1.413.082,64;102.870,00;13,74;India;National Stock Exchange Of India;INR
AFE;AECI LTD;Materiali;Azionario;1.413.578,21;0,00;1.413.578,21;201.389,00;7,02;Sud Africa;Johannesburg Stock Exchange;ZAR
697;SHOUCHENG HOLDINGS LTD;Immobili;Azionario;1.413.947,17;0,00;1.413.947,17;6.478.400,00;0,22;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
SAP;SAPPI LTD;Materiali;Azionario;1.407.448,50;0,00;1.407.448,50;1.898.325,00;0,74;Sud Africa;Johannesburg Stock Exchange;ZAR
HEG;HEG LTD;Industriali;Azionario;1.408.222,40;0,00;1.408.222,40;247.829,00;5,68;India;National Stock Exchange Of India;INR
9858;CHINA YOURAN DAIRY GROUP LTD;Generi di largo consumo;Azionario;1.408.813,19;0,00;1.408.813,19;3.729.000,00;0,38;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
JYOTICNC;JYOTI CNC AUTOMATION LTD;Industriali;Azionario;1.409.245,25;0,00;1.409.245,25;210.923,00;6,68;India;National Stock Exchange Of India;INR
002738;SINOMINE RESOURCE GROUP LTD A;Materiali;Azionario;1.401.737,04;0,00;1.401.737,04;162.900,00;8,60;Cina;Shenzhen Stock Exchange;CNY
DTC;DUBAI TAXI COMPANY PJSC;Industriali;Azionario;1.396.671,72;0,00;1.396.671,72;2.342.295,00;0,60;Emirati Arabi Uniti;Dubai Financial Market;AED
600436;ZHANGZHOU PIENTZEHUANG PHARMACEUTI;Salute;Azionario;1.396.677,84;0,00;1.396.677,84;77.983,00;17,91;Cina;Shanghai Stock Exchange;CNY
2607;EVERGREEN INTERNATIONAL STORAGE &;Industriali;Azionario;1.397.308,69;0,00;1.397.308,69;891.548,00;1,57;Taiwan;Taiwan Stock Exchange;TWD
600988;CHIFENG JILONG GOLD MINING GROUP L;Materiali;Azionario;1.398.695,71;0,00;1.398.695,71;302.546,00;4,62;Cina;Shanghai Stock Exchange;CNY
SHILPAMED;SHILPA MEDICARE LTD;Salute;Azionario;1.398.752,89;0,00;1.398.752,89;246.803,00;5,67;India;National Stock Exchange Of India;INR
GPPL;GUJARAT PIPAVAV PORT LTD;Industriali;Azionario;1.399.175,92;0,00;1.399.175,92;852.912,00;1,64;India;National Stock Exchange Of India;INR
FWRY;FAWRY FOR BANKING TECHNOLOGY AND E;Finanziari;Azionario;1.390.344,59;0,00;1.390.344,59;3.698.545,00;0,38;Egitto;Egyptian Exchange;EGP
002252;SHANGHAI RAAS BLOOD PRODUCTS LTD A;Salute;Azionario;1.390.891,08;0,00;1.390.891,08;1.817.900,00;0,77;Cina;Shenzhen Stock Exchange;CNY
9606;DUALITY BIOTHERAPEUTICS INC;Salute;Azionario;1.383.748,25;0,00;1.383.748,25;58.100,00;23,82;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
600515;HAINAN AIRPORT INFRASTRUCTURE LTD;Immobili;Azionario;1.384.271,19;0,00;1.384.271,19;3.048.700,00;0,45;Cina;Shanghai Stock Exchange;CNY
7749;INTELLIGO TECHNOLOGY INC;IT;Azionario;1.386.760,58;0,00;1.386.760,58;94.000,00;14,75;Taiwan;Taiwan Stock Exchange;TWD
328130;LUNIT INC;Salute;Azionario;1.379.689,64;0,00;1.379.689,64;144.614,00;9,54;Corea;Korea Exchange (Kosdaq);KRW
KOSSAN;KOSSAN RUBBER INDUSTRIES;Salute;Azionario;1.382.009,43;0,00;1.382.009,43;4.525.800,00;0,31;Malesia;Bursa Malaysia;MYR
2533;BLACK SESAME INTERNATIONAL HOLDING;IT;Azionario;1.382.032,84;0,00;1.382.032,84;736.600,00;1,88;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
DMC;DMCI HOLDINGS INC;Industriali;Azionario;1.382.401,43;0,00;1.382.401,43;9.463.600,00;0,15;Filippine;Philippine Stock Exchange Inc.;PHP
9907;TON YI INDUSTRIAL CORP;Materiali;Azionario;1.382.415,65;0,00;1.382.415,65;2.617.000,00;0,53;Taiwan;Taiwan Stock Exchange;TWD
603806;HANGZHOU FIRST APPLIED MATERIAL LT;IT;Azionario;1.383.047,85;0,00;1.383.047,85;544.182,00;2,54;Cina;Shanghai Stock Exchange;CNY
2158;YIDU TECH INC;Salute;Azionario;1.383.243,33;0,00;1.383.243,33;2.116.700,00;0,65;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
ENGINERSIN;ENGINEERS INDIA LTD;Industriali;Azionario;1.374.632,58;0,00;1.374.632,58;548.837,00;2,50;India;National Stock Exchange Of India;INR
2023;YIEH PHUI ENTERPRISE LTD;Materiali;Azionario;1.374.825,29;0,00;1.374.825,29;3.106.366,00;0,44;Taiwan;Taiwan Stock Exchange;TWD
4007;AL HAMMADI HOLDING;Salute;Azionario;1.375.932,84;0,00;1.375.932,84;181.398,00;7,59;Arabia Saudita;Saudi Stock Exchange;SAR
9890;TANWAN INC;Comunicazione;Azionario;1.376.622,40;0,00;1.376.622,40;789.000,00;1,74;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
SPSETIA;S P SETIA;Immobili;Azionario;1.376.622,64;0,00;1.376.622,64;5.658.200,00;0,24;Malesia;Bursa Malaysia;MYR
AKSA.E;AKSA AKRILIK KIMYA SANAYI A;Consumi Discrezionali;Azionario;1.376.984,57;0,00;1.376.984,57;5.958.529,00;0,23;Turchia;Istanbul Stock Exchange;TRY
2256;ABBISKO CAYMAN LTD;Salute;Azionario;1.365.763,22;0,00;1.365.763,22;1.185.000,00;1,15;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
KIRLOSBROS;KIRLOSKAR BROTHERS LTD;Industriali;Azionario;1.365.275,27;0,00;1.365.275,27;75.749,00;18,02;India;National Stock Exchange Of India;INR
TI;TILAKNAGAR INDUSTRIES LTD;Generi di largo consumo;Azionario;1.357.199,65;0,00;1.357.199,65;309.655,00;4,38;India;National Stock Exchange Of India;INR
5469;HANNSTAR BOARD CORP;IT;Azionario;1.359.622,33;0,00;1.359.622,33;510.174,00;2,67;Taiwan;Taiwan Stock Exchange;TWD
ABUK;ABU QIR FERTILIZERS AND CHEMICAL I;Materiali;Azionario;1.360.999,49;0,00;1.360.999,49;861.451,00;1,58;Egitto;Egyptian Exchange;EGP
STC;KUWAIT TELECOMMUNICATIONS;Comunicazione;Azionario;1.361.062,10;0,00;1.361.062,10;628.120,00;2,17;Kuwait;Kuwait Stock Exchange;KWD
639;SHOUGANG FUSHAN RESOURCES GROUP LT;Materiali;Azionario;1.352.521,62;0,00;1.352.521,62;3.811.800,00;0,35;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
600895;SHANGHAI ZHANGJIANG HI-TECH PARK D;Immobili;Azionario;1.354.403,06;0,00;1.354.403,06;285.500,00;4,74;Cina;Shanghai Stock Exchange;CNY
300832;SHENZHEN NEW INDUSTRIES BIOMEDICAL;Salute;Azionario;1.356.429,02;0,00;1.356.429,02;206.860,00;6,56;Cina;Shenzhen Stock Exchange;CNY
601216;INNER MONGOLIA JUNZHENG ENERGY & C;Materiali;Azionario;1.356.663,00;0,00;1.356.663,00;1.808.000,00;0,75;Cina;Shanghai Stock Exchange;CNY
1030;SEAZEN GROUP LTD;Immobili;Azionario;1.349.930,12;0,00;1.349.930,12;6.410.000,00;0,21;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
030190;NICE INFORMATION SERVICE LTD;Industriali;Azionario;1.351.039,52;0,00;1.351.039,52;147.637,00;9,15;Corea;Korea Exchange (Stock Market);KRW
MOMO;HELLO GROUP ADR INC;Comunicazione;Azionario;1.351.611,69;0,00;1.351.611,69;240.929,00;5,61;Cina;NASDAQ;USD
9914;MERIDA INDUSTRY LTD;Consumi Discrezionali;Azionario;1.343.876,01;0,00;1.343.876,01;613.000,00;2,19;Taiwan;Taiwan Stock Exchange;TWD
ACI;ARCHEAN CHEMICAL INDUSTRIES LTD;Materiali;Azionario;1.344.433,99;0,00;1.344.433,99;246.258,00;5,46;India;National Stock Exchange Of India;INR
ITMAX;ITMAX SYSTEM;IT;Azionario;1.345.307,85;0,00;1.345.307,85;1.115.000,00;1,21;Malesia;Bursa Malaysia;MYR
3014;INTEGRATED TECHNOLOGY EXPRESS INC;IT;Azionario;1.345.452,81;0,00;1.345.452,81;279.000,00;4,82;Taiwan;Taiwan Stock Exchange;TWD
2867;MASSMUTUAL MERCURIES LIFE INSURANC;Finanziari;Azionario;1.346.625,14;0,00;1.346.625,14;5.253.088,00;0,26;Taiwan;Taiwan Stock Exchange;TWD
HCC;HINDUSTAN CONSTRUCTION COMPANY LTD;Industriali;Azionario;1.346.852,12;0,00;1.346.852,12;5.323.276,00;0,25;India;National Stock Exchange Of India;INR
FINEORG;FINE ORGANIC INDUSTRIES LTD;Materiali;Azionario;1.347.350,22;0,00;1.347.350,22;26.904,00;50,08;India;National Stock Exchange Of India;INR
002517;KINGNET NETWORK LTD A;Comunicazione;Azionario;1.339.281,91;0,00;1.339.281,91;596.900,00;2,24;Cina;Shenzhen Stock Exchange;CNY
DXCO3;DEXCO SA;Materiali;Azionario;1.341.928,71;0,00;1.341.928,71;1.494.048,00;0,90;Brasile;XBSP;BRL
2273;GUSHENGTANG HOLDINGS LTD;Salute;Azionario;1.342.841,28;0,00;1.342.841,28;386.800,00;3,47;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
RALYH.E;RAL YATIRIM HOLDING ANONIM SIRKETI;Industriali;Azionario;1.343.198,83;0,00;1.343.198,83;283.951,00;4,73;Turchia;Istanbul Stock Exchange;TRY
KPROJ;KUWAIT PROJECTS;Finanziari;Azionario;1.338.090,14;0,00;1.338.090,14;5.107.870,00;0,26;Kuwait;Kuwait Stock Exchange;KWD
3060;YANBU CEMENT;Materiali;Azionario;1.331.278,98;0,00;1.331.278,98;301.845,00;4,41;Arabia Saudita;Saudi Stock Exchange;SAR
6078;HYGEIA HEALTHCARE HOLDINGS LTD;Salute;Azionario;1.332.296,09;0,00;1.332.296,09;1.116.400,00;1,19;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
IXIGO;LE TRAVENUES TECHNOLOGY LTD;Consumi Discrezionali;Azionario;1.332.408,67;0,00;1.332.408,67;813.204,00;1,64;India;National Stock Exchange Of India;INR
2186;LUYE PHARMA GROUP LTD;Salute;Azionario;1.333.480,54;0,00;1.333.480,54;5.617.000,00;0,24;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
9636;JF SMARTINVEST HOLDINGS LTD;Finanziari;Azionario;1.326.751,88;0,00;1.326.751,88;376.900,00;3,52;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
300661;SG MICRO CORP A;IT;Azionario;1.328.693,00;0,00;1.328.693,00;83.655,00;15,88;Cina;Shenzhen Stock Exchange;CNY
688472;CSI SOLAR LTD A;IT;Azionario;1.329.115,54;0,00;1.329.115,54;787.411,00;1,69;Cina;Shanghai Stock Exchange;CNY
300223;INGENIC SEMICONDUCTOR LTD A;IT;Azionario;1.323.060,73;0,00;1.323.060,73;64.400,00;20,54;Cina;Shenzhen Stock Exchange;CNY
BATAINDIA;BATA INDIA LTD;Consumi Discrezionali;Azionario;1.323.113,08;0,00;1.323.113,08;189.003,00;7,00;India;National Stock Exchange Of India;INR
BTG.R;BETAGRO NON-VOTING DR PCL;Generi di largo consumo;Azionario;1.323.924,00;0,00;1.323.924,00;2.181.800,00;0,61;Tailandia;Stock Exchange Of Thailand;THB
2669;CHINA OVERSEAS PROPERTY HOLDINGS L;Immobili;Azionario;1.318.768,07;0,00;1.318.768,07;2.785.000,00;0,47;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
688223;JINKO SOLAR LTD A;IT;Azionario;1.318.802,90;0,00;1.318.802,90;1.662.807,00;0,79;Cina;Shanghai Stock Exchange;CNY
069620;DAEWOONG PHARMACEUTICAL;Salute;Azionario;1.318.833,07;0,00;1.318.833,07;16.780,00;78,60;Corea;Korea Exchange (Stock Market);KRW
2727;WOWPRIME CORP;Consumi Discrezionali;Azionario;1.321.521,72;0,00;1.321.521,72;169.324,00;7,80;Taiwan;Taiwan Stock Exchange;TWD
8932;WISELINK LTD;Consumi Discrezionali;Azionario;1.314.170,47;0,00;1.314.170,47;406.098,00;3,24;Taiwan;Gretai Securities Market;TWD
ECLERX;ECLERX SERVICES LTD;Industriali;Azionario;1.314.185,05;0,00;1.314.185,05;90.402,00;14,54;India;National Stock Exchange Of India;INR
JSWHL;JSW HOLDINGS LTD;Finanziari;Azionario;1.316.778,11;0,00;1.316.778,11;9.996,00;131,73;India;National Stock Exchange Of India;INR
1773;SHINY CHEMICAL INDUSTRIAL LTD;Materiali;Azionario;1.308.440,01;0,00;1.308.440,01;235.665,00;5,55;Taiwan;Taiwan Stock Exchange;TWD
RAKPROP;RAS AL KHAIMAH PROPERTIES;Immobili;Azionario;1.309.295,72;0,00;1.309.295,72;5.067.140,00;0,26;Emirati Arabi Uniti;Abu Dhabi Securities Exchange;AED
2208;CSBC CORP;Industriali;Azionario;1.310.458,21;0,00;1.310.458,21;2.250.953,00;0,58;Taiwan;Taiwan Stock Exchange;TWD
002790;AMOREG;Generi di largo consumo;Azionario;1.305.179,13;0,00;1.305.179,13;91.410,00;14,28;Corea;Korea Exchange (Stock Market);KRW
AGI;ALLIANCE GLOBAL GROUP INC;Industriali;Azionario;1.300.278,68;0,00;1.300.278,68;9.892.900,00;0,13;Filippine;Philippine Stock Exchange Inc.;PHP
003380;HARIM HOLDINGS LTD;Generi di largo consumo;Azionario;1.300.542,15;0,00;1.300.542,15;190.121,00;6,84;Corea;Korea Exchange (Kosdaq);KRW
PTC;PTC INDIA LTD;Imprese di servizi di pubblica utilità;Azionario;1.301.206,99;0,00;1.301.206,99;669.948,00;1,94;India;National Stock Exchange Of India;INR
GRAVITA;GRAVITA INDIA LTD;Materiali;Azionario;1.301.519,71;0,00;1.301.519,71;75.772,00;17,18;India;National Stock Exchange Of India;INR
BBOX;BLACK BOX LTD;IT;Azionario;1.295.803,38;0,00;1.295.803,38;114.660,00;11,30;India;National Stock Exchange Of India;INR
TSKB.E;TURKIYE SINAI KALKINMA BANKASI A;Finanziari;Azionario;1.296.930,98;0,00;1.296.930,98;5.179.295,00;0,25;Turchia;Istanbul Stock Exchange;TRY
229640;LS ECO ENERGY LTD;Industriali;Azionario;1.298.355,53;0,00;1.298.355,53;33.231,00;39,07;Corea;Korea Exchange (Stock Market);KRW
BBTN;PT BANK TABUNGAN NEGARA;Finanziari;Azionario;1.298.469,37;0,00;1.298.469,37;20.519.233,00;0,06;Indonesia;Indonesia Stock Exchange;IDR
SPACE42;SPACE42 PLC;Comunicazione;Azionario;1.292.324,93;0,00;1.292.324,93;2.825.230,00;0,46;Emirati Arabi Uniti;Abu Dhabi Securities Exchange;AED
BTCIM.E;BATICIM BATI ANADOLU CIMENTO SANAY;Materiali;Azionario;1.292.767,70;0,00;1.292.767,70;9.847.471,00;0,13;Turchia;Istanbul Stock Exchange;TRY
PRUDENT;PRUDENT CORPORATE ADVISORY SERVICE;Finanziari;Azionario;1.289.273,66;0,00;1.289.273,66;45.385,00;28,41;India;National Stock Exchange Of India;INR
601212;BAIYIN NONFERROUS GROUP LTD A;Materiali;Azionario;1.290.390,14;0,00;1.290.390,14;1.449.200,00;0,89;Cina;Shanghai Stock Exchange;CNY
694;BEIJING CAPITAL INTERNATIONAL AIRP;Industriali;Azionario;1.282.781,42;0,00;1.282.781,42;5.912.000,00;0,22;Cina;Hong Kong Exchanges And Clearing Ltd;HKD
VIVA3;VIVARA PARTICIPACOES SA;Consumi Discrezionali;Azionario;1.283.870,94;0,00;1.283.870,94;322.002,00;3,99;Brasile;XBSP;BRL
601607;SHANGHAI PHARMACEUTICALS HOLDING L;Salute;Azionario;1.286.015,02;0,00;1.286.015,02;536.500,00;2,40;Cina;Shanghai Stock Exchange;CNY
600642;SHENERGY LTD A;Imprese di servizi di pubblica utilità;Azionario;1.277.822,90;0,00;1.277.822,90;893.600,00;1,43;Cina;Shanghai Stock Exchange;CNY
ALG;ALI ALGHANIM SONS AUTOMOTIVE;Consumi Discrezionali;Azionario;1.278.075,71;0,00;1.278.075,71;409.514,00;3,12;Kuwait;Kuwait Stock Exchange;KWD
